"V1","V2","V3","V4","V5","V6","V7","V8"
1,0,1,1,1.21214805320332,0.71477012074538,3.16855414221235,1.29085277649432
1,0,1,1,1.16797462128081,0.789111572170813,3.32781973775735,1.32291442093768
1,0,1,1,1.1504696932211,0.778641319752132,3.37769130701169,1.27707937000855
1,0,1,1,1.09451340792083,0.674739473669961,3.15854542666434,1.23515392919902
1,0,1,1,1.16373440796464,0.807874216646582,2.7825937213668,1.22956567601574
1,0,1,1,1.13580399172366,0.77513354664945,3.24092979157621,1.31697074377506
1,0,1,1,1.157422950205,0.663231230460376,3.22881792287103,1.36179181960254
1,0,1,1,1.11338057352892,0.752953325486553,2.99732623141273,1.29936225908379
1,0,1,1,1.14228551556642,0.694473477757282,3.04410381719348,1.1214462354409
1,0,1,1,1.19596702698566,0.715701254002885,2.88171112288702,1.25157211572931
1,0,1,1,1.21259321903048,0.803083964404328,3.53429576342083,1.37330195102553
1,0,1,1,1.1336712307763,0.758148224867826,2.78667327930065,1.25848591432009
1,0,1,1,1.11515090208829,0.748120513469588,3.01621420775122,1.36065544910306
1,0,1,1,1.11340258943511,0.751428198189843,3.41136119360585,1.28088685970244
1,0,1,1,1.24966096174061,0.823142813468877,3.43196417594651,1.18325063250758
1,0,1,1,1.14727342146155,0.784986202626702,3.1850594402249,1.34843303296844
1,0,1,1,1.18669952123568,0.806812661814076,3.03673608868981,1.34987246316127
1,0,1,1,1.10210061227299,0.739164363374662,2.911708863558,1.25769541053315
1,0,1,1,1.10732631684604,0.707082196630251,3.26531386884835,1.3237176722523
0,0,1,1,1.05225597870418,0.753072746522976,3.48537687672015,1.20322715224556
1,0,1,1,1.05472113125493,0.68225886994389,2.61545856517573,1.42963012146697
1,0,1,1,1.1951937999783,0.730038391383971,3.2212628013598,1.14573476310427
1,0,1,1,1.22931043289435,0.723396470650212,3.06034863923915,1.25964603151808
1,0,1,1,0.990144921389362,0.671855126295327,3.20595114996074,1.3646833927374
1,0,1,1,1.12356223203588,0.764225028888203,3.25677156048876,1.46746340040633
1,0,1,1,1.18926596832591,0.74444747189236,3.02443795852797,1.26617529289218
1,0,1,1,1.08395979697672,0.683744244361957,2.99328370650678,1.20461692232967
1,0,1,1,1.0257740842234,0.617000426526122,3.22058348993533,1.34307689464303
1,0,1,1,1.1377566415309,0.727131272745232,3.59613281120363,1.35005500252175
1,0,1,0,1.1333303931386,0.688566571083528,3.12540619215441,1.24107796703666
1,0,1,1,1.10046237799475,0.666883760287978,3.05298061824984,1.42863327497763
1,0,1,1,1.11058913022368,0.737074199124338,3.10683730122548,1.338565163428
1,0,1,1,1.18799412425066,0.73377597866556,3.17685324983857,1.30491740316972
1,0,1,1,0.997075514846298,0.676831612667079,3.30155256475921,1.28960835070755
1,0,1,1,1.24250026150394,0.784990483530823,2.8343944036313,1.43650903517922
1,0,1,1,1.20129739745877,0.721480035555372,3.37386476075526,1.2321390140362
1,0,1,1,1.14758778536238,0.811203599221695,2.92667266407599,1.29880515180512
1,0,1,1,1.02875814410463,0.70449243363921,2.98339233564978,1.1311473378392
1,0,1,1,1.1273610586045,0.741938206957027,3.09496779683231,1.46150452331065
0,0,0,1,1.16387099170689,0.748191835958459,2.64776399691655,1.2921444846024
1,0,1,1,1.18920777930597,0.673236796547026,3.36593136237798,1.34440639774571
1,0,1,1,1.08140966067003,0.68726753161089,3.02505966039791,1.15013227878106
1,0,1,1,1.12209646234157,0.726892039580533,3.386344690634,1.32723101684152
1,0,1,1,1.03747697796418,0.746468903258329,2.99918403379507,1.27377018839245
1,0,1,1,1.06844550118185,0.772180299275045,3.08917749780513,1.06942817893928
1,0,1,0,1.12343848040123,0.761853411071864,3.01797568097614,1.3183675649189
1,0,1,1,1.1165576001488,0.804505482563916,3.1967895150602,1.37589512910275
1,0,1,1,1.12187497667103,0.752772885888571,3.01004129256777,1.27455347809815
1,0,1,1,1.1405827122338,0.723123512967283,3.10522103263312,1.26363266688209
1,0,1,1,1.02927723807523,0.659423379915569,2.84864177831342,1.18529088741684
1,0,1,1,1.15010762910283,0.699873797212079,2.98116683512157,1.32849154097801
0,0,1,1,1.0569914638087,0.755591015183466,3.41534853604693,1.25049563563399
1,0,1,1,1.08520449470847,0.696977976415466,2.95840393691388,1.24473298558564
1,0,1,1,1.09461180566264,0.66677540214593,3.47258040736874,1.28940464840276
1,0,1,1,1.06272910723406,0.668965028976558,2.71285810858983,1.29676050479762
1,0,1,1,1.09587583342709,0.750047609031277,3.18148389649426,1.25287305284033
0,0,1,1,1.16384698438977,0.718059075375681,3.41296315977447,1.26591476961585
1,0,1,1,1.14456480673237,0.719080278172485,2.71107513709123,1.25457065866548
1,0,1,1,1.04345978706033,0.729059756718602,3.20223734560995,1.25634295368089
1,0,1,1,1.16902573512142,0.736249376472937,3.12358806120388,1.31691677809351
1,0,1,1,1.14644305734129,0.744732172103688,3.16480572699099,1.16433929040024
1,0,1,1,1.15033747737656,0.703843391074338,3.09172445380365,1.35549830347612
1,0,1,1,1.22325370737912,0.749730519721837,3.28566052740099,1.33152722315529
1,0,1,1,1.10945874553275,0.757454928290687,2.67623181829302,1.11646917903697
1,0,1,1,1.11023638301386,0.735066418786138,3.35390119814192,1.33331155364186
1,0,1,1,1.09855714782707,0.70765672784076,2.88482764959792,1.20851969929873
1,0,1,1,1.13571289044194,0.739837872336498,3.20581236027596,1.31590948611304
1,0,1,1,1.09332549654619,0.749420669346984,3.01244244082167,1.28967411118914
1,0,1,1,1.06468308990177,0.639910319594081,2.83390155411792,1.1754898503085
1,0,1,1,0.987388670306023,0.649443235343202,2.74929413814003,1.29235782606459
1,0,1,1,1.07086412737656,0.695089952875902,2.81773433175203,1.3580911288473
1,0,1,1,1.05183280267625,0.701214627730895,3.00548337267754,1.2336651133319
1,0,1,1,1.17310004381748,0.755057355148081,3.37506186907573,1.36697573622294
1,0,1,1,1.21228501728731,0.75520471134847,2.76538010925298,1.25334676069391
1,0,1,1,1.19068068419079,0.758744996053559,3.19377268702129,1.30143538728434
1,0,1,1,1.22735857119098,0.687815495771286,3.11579693306156,1.4287576283749
1,0,1,1,1.12459666436634,0.750647626901344,3.22175450597601,1.2501298462144
1,0,1,1,1.0995968992742,0.709056982851618,2.81566934212796,1.36211240630908
1,0,1,1,1.18685710742695,0.78101332491601,3.19210726406237,1.30142229655802
1,0,1,1,1.08873091245185,0.67862243230662,3.03418485066789,1.28567589200485
1,0,1,1,1.12594440537352,0.714629249473071,3.37934239146701,1.23960148689444
1,0,1,1,1.22082324959228,0.733448699936298,3.477541894369,1.30810179047154
1,0,1,1,1.08581017054257,0.652054461923709,2.58944752531732,1.31827730215559
1,0,1,1,1.09331533994504,0.757124417970546,2.9878751139441,1.23162196039108
1,0,1,1,1.10130886596568,0.708960938692353,3.0848949974621,1.24947117462091
1,0,1,1,1.10126024158927,0.695012599892886,3.05404725591773,1.15165366109234
1,0,1,1,1.10119366167173,0.703672616087594,3.02477767961665,1.23372742914958
1,0,1,1,1.05222813210006,0.729221646668806,2.97738217604093,1.25989979695588
1,0,1,1,1.19254093048337,0.778893610565806,3.49000651400257,1.41925655543037
1,0,1,1,1.15592599973965,0.747544941561054,2.91311083621944,1.29869970628895
1,0,1,1,1.06810412804091,0.678715769786995,3.17555666993437,1.17861935619669
1,0,1,1,1.13301909319506,0.748877647318738,3.0897658211594,1.28247915018684
1,0,1,1,1.05711540388263,0.727603991281649,2.70831129849836,1.22912877480181
1,0,1,1,1.14081920074435,0.654039297161298,2.98653588627649,1.31191468826833
1,0,1,1,1.10434980370856,0.655802783761972,2.97740142451653,1.23453811813307
1,0,1,1,1.197311584138,0.769084708516527,3.52066017928271,1.41414660138117
1,0,1,1,1.08159942715227,0.709221324598479,2.99426172931142,1.23253764225837
1,0,1,1,1.12449773431707,0.70654336850271,2.98291823745891,1.206674251118
1,0,1,1,1.1522679172859,0.808370320165063,3.39951571108579,1.18211672842543
1,0,1,1,1.11881712374173,0.748863119453561,2.98391047974024,1.24263194066337
1,0,1,1,1.17004210261899,0.663144827468225,3.48563264920963,1.35183809872255
1,0,1,1,1.08293838573213,0.632623208064468,2.75751490551797,1.45290492735044
1,0,1,1,1.07325537739987,0.622855399115589,2.84839949357314,1.20784611086715
1,0,1,1,1.07920068449864,0.691529672147701,2.48911548733109,1.3042280061498
1,0,1,1,1.08266359456959,0.698851852732089,3.25715338709407,1.38116920310286
1,0,1,1,1.13924864666835,0.733750723006292,3.1049116085955,1.21976881748747
1,0,1,1,1.10979857186094,0.730311763234997,2.85263722715409,1.19159039419604
1,0,1,1,0.994061412681265,0.747135625022437,3.33615472263669,1.22258600416869
